"x" "y"
"1" 0.205483333333333 63181
"2" 1.20546666666667 64682
"3" 2.2055 68635
"4" 3.20551666666667 74306
"5" 4.2057 86926
"6" 5.20556666666667 107103
"7" 6.20558333333333 134362
"8" 7.20558333333333 166816
"9" 8.20561666666667 205168
"10" 9.20565 247788
"11" 10.2056666666667 292390
"12" 11.2057 341176
"13" 12.2056833333333 391642
"14" 13.20545 441980
"15" 14.2054666666667 497033
"16" 15.2055 548358
"17" 16.2055333333333 603780
"18" 17.2055333333333 654183
"19" 18.20555 709378
"20" 19.2055833333333 764320
"21" 20.2056 814204
"22" 21.2056166666667 862229
"23" 22.2056166666667 916080
"24" 23.2056333333333 965691
"25" 24.2056666666667 1015723
"26" 25.2057 1065387
"27" 26.2057 1111228
"28" 27.2054666666667 1159578
"29" 28.2054833333333 1200927
"30" 29.2055166666667 1245494
"31" 30.2055333333333 1285340
"32" 31.2056166666667 1330147
"33" 32.2058833333333 1365734
"34" 33.2082166666667 1404673
"35" 34.2056166666667 1444894
"36" 35.2056 1471292
"37" 36.2056833333333 1510714
"38" 37.20565 1546852
"39" 38.2057 1578215
"40" 39.20575 1609959
"41" 40.20545 1644475
"42" 41.2054666666667 1672311
"43" 42.2054833333333 1695490
"44" 43.2055166666667 1718492
"45" 44.20555 1746095
"46" 45.20555 1765642
"47" 46.2056166666667 1792550
"48" 47.2056166666667 1808704
"49" 48.2056 1834142
"50" 49.2056333333333 1851991
"51" 50.20565 1872888
"52" 51.2056833333333 1892583
"53" 52.2056833333333 1911082
"54" 53.20545 1929395
"55" 54.2054833333333 1945272
"56" 55.2054833333333 1960621
"57" 56.2055333333333 1977550
"58" 57.20555 1990655
"59" 58.2055833333333 2012234
"60" 59.2056 2022332
"61" 60.2055833333333 2034518
"62" 61.2056333333333 2051722
"63" 62.2056166666667 2064831
"64" 63.2056666666667 2080467
"65" 64.2056833333333 2088206
"66" 65.2056833333333 2101644
"67" 66.2054833333333 2116432
"68" 67.2054833333333 2132441
"69" 68.2055166666667 2136629
"70" 69.2055166666667 2148290
"71" 70.2055333333333 2162102
"72" 71.2055833333333 2168202
"73" 72.2056166666667 2187278
"74" 73.2055833333333 2197050
"75" 74.2056333333333 2202375
"76" 75.2056333333333 2209774
"77" 76.20565 2218974
"78" 77.2057 2231503
"79" 78.2057 2238608
"80" 79.2055166666667 2246153
"81" 80.2054833333333 2257480
"82" 81.2055166666667 2268169
"83" 82.2055 2283746
"84" 83.20555 2285805
"85" 84.20555 2294193
"86" 85.2055833333333 2307593
"87" 86.2056166666667 2318161
"88" 87.2056166666667 2325405
"89" 88.2056333333333 2333135
"90" 89.2056333333333 2339537
"91" 90.2057333333333 2353062
"92" 91.2057 2359536
"93" 92.20575 2370249
"94" 93.2057333333333 2379692
"95" 94.2057666666667 2387465
"96" 95.2055166666667 2395938
"97" 96.2056666666667 2405029
"98" 97.2055833333333 2412224
"99" 98.2055833333333 2419146
"100" 99.2056 2431629
"101" 100.205666666667 2437275
"102" 101.205683333333 2452665
"103" 102.20565 2456551
"104" 103.205666666667 2459060
"105" 104.2057 2472403
"106" 105.205716666667 2479969
"107" 106.205483333333 2483097
"108" 107.2055 2497738
"109" 108.205516666667 2508787
"110" 109.205533333333 2517844
"111" 110.205566666667 2522141
"112" 111.2056 2528778
"113" 112.2056 2539617
"114" 113.205616666667 2551795
"115" 114.205633333333 2554457
"116" 115.20565 2569313
"117" 116.205683333333 2576746
"118" 117.205683333333 2583543
"119" 118.205716666667 2595134
"120" 119.205483333333 2594625
"121" 120.205483333333 2605844
"122" 121.205516666667 2616351
"123" 122.205516666667 2623907
"124" 123.205533333333 2634774
"125" 124.206 2641278
"126" 125.2069 2652433
"127" 126.20565 2661946
"128" 127.205633333333 2675265
"129" 128.20565 2679951
"130" 129.205683333333 2679073
"131" 130.2057 2688742
"132" 131.205733333333 2696475
"133" 132.205483333333 2704844
"134" 133.2055 2713528
"135" 134.205533333333 2718423
"136" 135.205533333333 2728139
"137" 136.20555 2729818
"138" 137.205566666667 2751582
"139" 138.2056 2755258
"140" 139.205633333333 2758612
"141" 140.205616666667 2770273
"142" 141.20565 2787158
"143" 142.205666666667 2785103
"144" 143.205716666667 2796074
"145" 144.205716666667 2803519
"146" 145.205466666667 2809150
"147" 146.205533333333 2810689
"148" 147.2055 2816433
"149" 148.205516666667 2830577
"150" 149.20555 2837647
"151" 150.2056 2846148
"152" 151.2056 2851433
"153" 152.206 2858196
"154" 153.20585 2866898
"155" 154.205666666667 2873526
"156" 155.205733333333 2881500
"157" 156.205733333333 2888552
"158" 157.205883333333 2902357
"159" 158.205816666667 2903429
"160" 159.205483333333 2915623
"161" 160.205516666667 2922303
"162" 161.205533333333 2931696
"163" 162.20555 2935423
"164" 163.205583333333 2934825
"165" 164.2056 2946095
"166" 165.205616666667 2952140
"167" 166.20565 2957737
