"time" "fl"
"200" 67.3333358764648 825.1
"201" 67.6666717529297 825.86
"202" 68 828.15
"203" 68.3333358764648 829.68
"204" 68.6666717529297 830.82
"205" 69 832.57
"206" 69.3333358764648 834.19
"207" 69.6666717529297 836.04
"208" 70 836.91
"209" 70.3333358764648 838.82
"210" 70.6666717529297 839.54
"211" 71 841.69
"212" 71.3333358764648 843.1
"213" 71.6666717529297 844.57
"214" 72 846.45
"215" 72.3333358764648 847.65
"216" 72.6666717529297 849.44
"217" 73 850.41
"218" 73.3333358764648 851.85
"219" 73.6666717529297 853.84
"220" 74 855.8
"221" 74.3333358764648 856.64
"222" 74.6666717529297 858.38
"223" 75 860.09
"224" 75.3333358764648 861.62
"225" 75.6666717529297 863.2
"226" 76 864.47
"227" 76.3333358764648 865.53
"228" 76.6666717529297 867.35
"229" 77 869.46
"230" 77.3333358764648 870.23
"231" 77.6666717529297 871.9
"232" 78 873.77
"233" 78.3333358764648 875.06
"234" 78.6666717529297 877.66
"235" 79 878.85
"236" 79.3333358764648 879.79
"237" 79.6666717529297 881.59
"238" 80 883.63
"239" 80.3333358764648 884.55
"240" 80.6666717529297 886.38
"241" 81 887.53
"242" 81.3333358764648 889.3
"243" 81.6666717529297 890.72
"244" 82 892.72
"245" 82.3333358764648 893.64
"246" 82.6666717529297 895.44
"247" 83 896.52
"248" 83.3333358764648 898.38
"249" 83.6666717529297 900.47
"250" 84 901.82
"251" 84.3333358764648 902.86
"252" 84.6666717529297 905.11
"253" 85 906.67
"254" 85.3333358764648 907.59
"255" 85.6666717529297 909.44
"256" 86 910.64
"257" 86.3333358764648 912.46
"258" 86.6666717529297 913.99
"259" 87 915.42
"260" 87.3333358764648 916.33
"261" 87.6666717529297 918.69
"262" 88 920.41
"263" 88.3333358764648 921.21
"264" 88.6666717529297 923.23
"265" 89 924.35
"266" 89.3333358764648 926.41
"267" 89.6666717529297 927.88
"268" 90 929.05
"269" 90.3333358764648 930.58
"270" 90.6666717529297 932.15
